collect_time,Decline_depth,Forward_inclination,Transverse_inclination,Bottom_Forward_offset,Bottom_Transverse_offset,Top_Forward_offset,Top_Transverse_offset
2024-02-22 14:20:00,0.0,-0.0005071428571428,0.0004891111111110999,0.153718426823616,1.007659912109375,0.1366003453731537,1.0254135131835938
2024-02-22 14:30:00,0.003950119018554599,-0.000452,0.0004765333333333001,0.1553690582513809,1.010284423828125,0.1386891007423401,1.0261077880859375
2024-02-22 14:40:00,0.0102005004882812,-0.0005245714285714,0.00046479999999990006,0.1553985178470611,1.0086517333984375,0.1391302049160003,1.0270156860351562
2024-02-22 14:50:00,0.0063190460205078,-0.0006148571428571,0.00048506666666669985,0.1539316475391388,1.0063400268554688,0.1369557678699493,1.027862548828125
2024-02-22 15:00:00,0.0029888153076170995,-0.0004771428571428,0.0005419999999999,0.1566573083400726,1.0117416381835938,0.1376869529485702,1.0284423828125
2024-02-22 15:10:00,0.004892349243164,-0.0003960714285714,0.0005939999999999999,0.1565774381160736,1.01470947265625,0.1357873678207397,1.0285720825195312
2024-02-22 15:20:00,-0.0034770965576171,-0.00013685714285710006,0.00047013333333329995,0.1535286605358123,1.025146484375,0.1370753943920135,1.0299339294433594
2024-02-22 15:30:00,0.0012189229329426002,-0.0004207126984126,0.00048126370370360017,0.1519021322329838,1.0128812154134117,0.1350580096244811,1.0276082356770833
2024-02-22 15:40:00,0.0005700429280598002,-0.0004097285714285,0.0004800785185184,0.1519137402375538,1.0127667744954427,0.1351110140482584,1.0271090189615886
2024-02-22 15:50:00,0.00036176045735669985,-0.0004090476190475,0.00047897629629620013,0.151664051413536,1.0125111897786458,0.1348999599615732,1.0268292744954428
2024-02-22 16:00:00,-0.0004417419433592998,-0.0003953333333332,0.00047614962962949994,0.151583390434583,1.0129669189453123,0.1349182913700739,1.0268046061197915
2024-02-22 16:10:00,-0.0009122212727864002,-0.0003831809523809,0.0004729674074073001,0.1516529987255732,1.0133132934570312,0.1350992848475773,1.0267252604166666
2024-02-22 16:20:00,-0.0006262461344399999,-0.0003730666666666,0.000470914074074,0.1518766244252522,1.0136566162109373,0.1353947907686233,1.026714324951172
2024-02-22 16:30:00,-0.00110232035319,-0.0003824523809523,0.0004680962962962001,0.1518735289573669,1.013372548421224,0.1354903548955917,1.0267588297526042
2024-02-22 16:40:00,-0.0014909108479817,-0.0003964333333332,0.00047582962962960007,0.1521379162867863,1.0127777099609374,0.1354840070009231,1.0266535441080729
2024-02-22 16:50:00,-0.0004704793294270002,-0.0004615476190475,0.000492994074074,0.1525844385226567,1.010369618733724,0.1353297611077626,1.0265238444010416
2024-02-22 17:00:00,-0.0007963816324868997,-0.0004837142857142,0.00048106518518510003,0.1521679610013961,1.009496815999349,0.1353307843208313,1.0264272054036458
2024-02-22 17:10:00,-0.0007901509602864002,-0.0004963714285713,0.0004840251851851,0.1523596376180648,1.0086702982584634,0.1354188670714696,1.026043701171875
2024-02-22 17:20:00,-0.00014508565266920003,-0.0004964428571428,0.0004982251851851,0.1529166519641876,1.008472951253255,0.1354788074890772,1.025848388671875
2024-02-22 17:30:00,0.0003997802734374998,-0.0005213539682539,0.000539671111111,0.1545143216848373,1.0077069600423176,0.1356258730093637,1.0259539286295574
2024-02-22 17:40:00,-0.00015322367350249994,-0.0005180682539682,0.0005505866666666,0.1553429931402206,1.0080034891764322,0.136072485645612,1.026135508219401
2024-02-22 17:50:00,-0.0004094441731770002,-0.0005021206349205,0.0005630977777777001,0.1560087213913599,1.0082054138183594,0.1363003601630528,1.0257792154947916
