collect_time,Decline_depth,Forward_inclination,Transverse_inclination,Bottom_Forward_offset,Bottom_Transverse_offset,Top_Forward_offset,Top_Transverse_offset
2023-08-03 16:20:00,0.0,-0.0006124999999999,-0.0010096666666666,-1.3908174969985407,0.2153549194335937,-1.3853323459625244,0.2367935180664062
2023-08-03 16:30:00,-0.0018103030918148913,-0.0002002040816325,-0.0003483809523809,-1.3903872981797116,0.2273483276367187,-1.3830180168151855,0.2343521118164062
2023-08-03 16:40:00,-0.00362895324556618,-0.0002908095238094,-0.000175911111111,-1.3863956928253174,0.2221412658691406,-1.3802387714385986,0.2323188781738281
2023-08-03 16:50:00,-0.0053253173828125,5.209183673469752e-05,4.8047619047650905e-05,-1.3846683502197266,0.2371749877929687,-1.386350393295288,0.2353515625
2023-08-03 17:00:00,-0.0046013823943159915,-9.142857142856138e-05,8.793650793653758e-05,-1.3762227296829224,0.2317848205566406,-1.3792996406555176,0.2349853515625
2023-08-03 17:10:00,-0.004415638829040148,-0.00013959183673469997,0.0002784444444444,-1.3674037456512451,0.2274322509765625,-1.3771491050720217,0.2323226928710937
2023-08-03 17:20:00,-0.0038775276065781132,-5.6785714285721505e-05,4.471428571430164e-05,-1.379776954650879,0.2299270629882812,-1.3813426494598389,0.2319183349609375
2023-08-03 17:30:00,-0.0031507782533943224,-0.00013103480993367395,-0.00014399310987306619,-1.3857609934683004,0.2275238452258428,-1.379872148331817,0.23261279173970675
2023-08-03 17:40:00,-0.0024547757053506756,-0.0001649405462735551,-0.000153159891609403,-1.3856329277005757,0.22683096878268144,-1.3793854553027578,0.23286766580562054
2023-08-03 17:50:00,-0.0021319884539784117,-0.00023681595940912414,-8.245868591023814e-05,-1.3839640183987538,0.22458100010446283,-1.3801415896577043,0.23307916532857262
2023-08-03 18:00:00,-0.001951210856394854,-0.0002908691274649115,-5.7626869831126865e-05,-1.3833989148812875,0.22257015971321498,-1.3809646955792523,0.23287268825245921
2023-08-03 18:10:00,-0.0015242580819453645,-0.0002831034733307514,-7.252944681570749e-05,-1.3838455382260424,0.22264635333622726,-1.3814303940369026,0.2325589655497547
2023-08-03 18:20:00,-0.0008034046855878215,-0.00024674350143814497,-8.657361527575317e-05,-1.3846579057279076,0.2236382809063344,-1.3813486075479926,0.23226986292914356
2023-08-03 18:30:00,-0.00015566410935567015,-0.0002102988132228904,-0.00010450587812264123,-1.3848804322221306,0.2249398022462794,-1.3808064676427514,0.23224014553763853
2023-08-03 18:40:00,0.00015579147103827237,-0.00018894518218617667,-0.00011976591704053498,-1.3846147413615688,0.22580460525371593,-1.3796805944305266,0.2323547451643126
2023-08-03 18:50:00,0.0003312256004126021,-0.00018575861640864503,-0.0001350748181945907,-1.3840712025140045,0.22604631221606086,-1.3786616626335157,0.2323688456685624
2023-08-03 19:00:00,0.00044208948747344627,-0.00019341793023400924,-0.00013559573547129603,-1.3833321046851064,0.22625838610939275,-1.3784465519910338,0.23265224514745853
2023-08-03 19:10:00,0.000751851532752834,-0.00017631360544209998,-0.0001819283597883,-1.3841251532236736,0.2246302286783854,-1.3777576764424642,0.2308016459147135
2023-08-03 19:20:00,0.0009147644042967998,-0.0001906112244897,-0.0001528489947089,-1.3834094047546386,0.2254852294921874,-1.378059720993042,0.2321573893229166
2023-08-03 19:30:00,0.0008001963297525,-0.0001454241496598,-0.0001163013756613,-1.3821757952372231,0.2278533935546874,-1.3781052350997924,0.2329442342122395
2023-08-03 19:40:00,-0.0015253702799479,-0.00010693163265300003,-0.0001282924867724,-1.3823285102844238,0.2294764200846354,-1.3778382539749146,0.2332196553548177
2023-08-03 19:50:00,-0.0008476257324218001,-0.00011989761904759999,-0.0001526686772486,-1.383024009068807,0.2291877746582031,-1.3776806275049844,0.2333847045898437
2023-08-03 20:00:00,-6.930033365887332e-05,-0.00011777993197269998,-0.0002069137566137,-1.385006054242452,0.2289469401041666,-1.3777641534805298,0.2330698649088541
2023-08-03 20:10:00,0.0004866282145181999,-8.210816326528124e-05,-0.0001855375661375,-1.3840543508529664,0.2300394694010416,-1.377560599644979,0.2329137166341145
2023-08-03 20:20:00,0.0002742767333984001,-5.693435374147282e-05,-0.0001731482539682,-1.383772110939026,0.2308789571126302,-1.3777120272318522,0.2328720092773437
2023-08-03 20:30:00,-0.0006880442301432001,-7.387755101861439e-07,-0.0001999530158729,-1.3847261905670163,0.2327878316243489,-1.377727977434794,0.2328142801920573
